timestamp,head_direction,blink_flag
39.71,0,0
39.738,0,0
39.782,0,0
39.802,0,0
39.848,0,1
39.888,0,0
39.916,0,0
39.947,0,0
40.005,0,0
40.04,0,0
40.079,0,1
40.132,0,0
40.182,0,0
40.234,0,0
40.298,0,0
40.344,0,0
40.39,0,1
40.432,0,0
40.474,0,0
40.513,0,0
40.561,0,0
40.596,0,0
40.652,0,1
40.686,0,0
40.73,0,0
40.775,0,0
40.815,0,0
40.848,0,0
40.88,0,1
40.922,0,0
40.963,0,0
40.995,0,0
41.03,0,0
41.059,0,0
41.1,0,1
41.144,0,0
41.178,0,0
41.222,0,0
41.261,0,0
41.296,0,0
41.335,0,1
41.401,0,0
41.442,0,0
41.474,0,0
41.564,0,0
41.598,0,0
41.636,0,1
41.71,0,0
41.764,0,0
41.807,0,0
41.846,0,0
41.887,0,0
41.934,0,0
41.973,0,1
42.015,0,0
42.076,0,0
42.106,0,0
42.148,0,0
42.179,0,0
42.223,0,1
42.262,0,0
42.304,0,0
42.346,0,0
42.38,0,0
42.42,0,0
42.463,0,1
42.507,0,0
42.543,0,0
42.597,0,0
42.642,0,0
42.682,0,0
42.73,0,1
42.837,0,0
42.888,0,0
42.929,0,0
42.973,0,0
43.016,0,0
43.057,0,1
43.096,0,0
43.134,0,0
43.176,0,0
43.226,0,0
43.269,0,0
43.307,0,1
43.352,0,0
43.389,0,0
43.426,0,0
43.476,0,0
43.521,0,0
43.56,0,1
43.598,0,0
43.637,0,0
43.674,0,0
43.737,0,0
43.777,0,0
43.813,0,1
